,DateTime,WDIR,WSPD,ATMP,DEWP,VIS,GSTD,TIME,WX,WY
483,2022-01-22 09:15:00,80.0,7.2,10.0,4.0,8.7,5.2,-0.7518398074789773,-7.177725847945756,-0.5659078120430758
482,2022-01-22 09:35:00,70.0,6.7,10.0,3.0,8.7,3.6000000000000005,-0.8064446042674827,-2.983715902169809,5.998953193277891
481,2022-01-22 09:55:00,70.0,7.7,10.0,4.0,8.7,0.0,-0.8549118706729464,-3.429046633836945,6.894319341528322
480,2022-01-22 10:15:00,70.0,6.2,10.0,4.0,8.7,3.1000000000000005,-0.8968727415326883,-2.7610505363362416,5.551270119152675
479,2022-01-22 10:35:00,70.0,5.1,10.0,4.0,8.7,4.200000000000001,-0.9320078692827987,-2.271186731502392,4.5663673560772
478,2022-01-22 10:55:00,70.0,5.7,10.0,4.0,8.7,4.6000000000000005,-0.9600498543859286,-2.5383851705026736,5.103587045027459
477,2022-01-22 11:15:00,50.0,7.7,10.0,5.0,8.7,0.0,-0.9807852804032304,7.250115674612968,-2.5934191147462746
476,2022-01-22 11:35:00,60.0,6.7,10.0,4.0,8.7,3.1000000000000005,-0.9940563382223196,4.4499667794504045,5.008771871605632
475,2022-01-22 11:55:00,60.0,6.2,10.0,5.0,8.7,3.6000000000000005,-0.9997620270799091,4.11787970635709,4.634982925963421
474,2022-01-22 12:15:00,70.0,8.2,10.0,4.0,8.7,0.0,-0.9978589232386035,-3.6517119996705127,7.342002415653537
473,2022-01-22 12:35:00,60.0,6.7,10.0,4.0,8.7,4.1000000000000005,-0.9883615104677607,4.4499667794504045,5.008771871605632
472,2022-01-22 12:55:00,70.0,7.7,10.0,5.0,8.7,3.1000000000000005,-0.9713420698132615,-3.429046633836945,6.894319341528322
471,2022-01-22 13:15:00,60.0,6.7,10.0,4.0,7.8,3.6000000000000005,-0.9469301294951057,4.4499667794504045,5.008771871605632
470,2022-01-22 13:35:00,70.0,9.3,10.0,5.0,7.8,3.0999999999999996,-0.9153114791194472,-4.141575804504362,8.326905178729014
469,2022-01-22 13:55:00,70.0,5.7,11.0,5.0,7.8,7.2,-0.876726755707508,-2.5383851705026736,5.103587045027459
468,2022-01-22 14:15:00,70.0,8.8,11.0,5.0,7.8,3.5999999999999996,-0.8314696123025455,-3.9189104386707947,7.879222104603798
467,2022-01-22 14:35:00,70.0,8.2,11.0,5.0,7.8,6.200000000000001,-0.7798844830928815,-3.6517119996705127,7.342002415653537
466,2022-01-22 14:55:00,80.0,7.2,11.0,5.0,7.8,7.2,-0.7223639620597556,-7.177725847945756,-0.5659078120430758
465,2022-01-22 15:15:00,70.0,7.7,11.0,5.0,7.8,6.2,-0.6593458151000691,-3.429046633836945,6.894319341528322
464,2022-01-22 15:35:00,70.0,9.8,11.0,4.0,7.8,4.6,-0.5913096483635822,-4.36424117033793,8.77458825285423
463,2022-01-22 15:55:00,80.0,8.8,11.0,5.0,8.7,5.1,-0.5187732581605214,-8.772776036378147,-0.6916651036082039
462,2022-01-22 16:15:00,80.0,7.2,11.0,6.0,7.8,7.2,-0.44228869021900136,-7.177725847945756,-0.5659078120430758
461,2022-01-22 16:35:00,60.0,7.2,11.0,5.0,7.8,6.7,-0.3624380382837018,4.782053852543719,5.382560817247844
460,2022-01-22 16:55:00,70.0,6.7,11.0,5.0,7.8,4.6000000000000005,-0.27982901403099236,-2.983715902169809,5.998953193277891
459,2022-01-22 17:15:00,70.0,7.2,11.0,5.0,7.8,5.2,-0.19509032201612866,-3.206381268003377,6.446636267403107
458,2022-01-22 17:35:00,70.0,8.2,11.0,5.0,7.8,3.6000000000000014,-0.10886687485196507,-3.6517119996705127,7.342002415653537
457,2022-01-22 17:55:00,60.0,7.7,11.0,4.0,7.8,6.2,-0.021814885034560836,5.114140925637032,5.756349762890055
456,2022-01-22 18:15:00,70.0,6.2,11.0,4.0,7.8,5.1000000000000005,0.06540312923014237,-2.7610505363362416,5.551270119152675
455,2022-01-22 18:35:00,70.0,7.7,11.0,4.0,7.8,0.0,0.15212338618991592,-3.429046633836945,6.894319341528322
454,2022-01-22 18:55:00,60.0,6.7,11.0,4.0,7.8,3.1000000000000005,0.23768589232617307,4.4499667794504045,5.008771871605632
453,2022-01-22 19:15:00,70.0,7.7,11.0,4.0,8.7,3.6000000000000005,0.3214394653031615,-3.429046633836945,6.894319341528322
452,2022-01-22 19:35:00,70.0,6.7,11.0,4.0,8.7,5.1000000000000005,0.402746689858737,-2.983715902169809,5.998953193277891
451,2022-01-22 19:55:00,70.0,6.7,11.0,4.0,8.7,3.6000000000000005,0.48098876891938736,-2.983715902169809,5.998953193277891
450,2022-01-22 20:15:00,70.0,9.3,11.0,3.0,7.8,4.6,0.5555702330196018,-4.141575804504362,8.326905178729014
449,2022-01-22 20:35:00,60.0,8.2,10.0,4.0,7.8,4.200000000000001,0.6259234721840586,5.446227998730345,6.130138708532266
448,2022-01-22 20:55:00,60.0,7.7,10.0,4.0,8.7,3.6000000000000005,0.6915130557822695,5.114140925637032,5.756349762890055
447,2022-01-22 21:15:00,50.0,8.2,10.0,4.0,7.8,3.1000000000000014,0.7518398074789769,7.720902406730692,-2.761822953366162
446,2022-01-22 21:35:00,60.0,9.3,10.0,4.0,8.7,2.5,0.8064446042674821,6.1768195595356366,6.952474388945133
445,2022-01-22 21:55:00,70.0,10.3,11.0,4.0,7.8,3.5999999999999996,0.8549118706729466,-4.586906536171498,9.222271326979445
444,2022-01-22 22:15:00,50.0,7.7,11.0,3.0,8.7,4.1000000000000005,0.8968727415326883,7.250115674612968,-2.5934191147462746
443,2022-01-22 22:35:00,70.0,9.8,11.0,2.0,8.7,2.5999999999999996,0.9320078692827984,-4.36424117033793,8.77458825285423
442,2022-01-22 22:55:00,60.0,7.7,11.0,3.0,7.8,3.6000000000000005,0.9600498543859286,5.114140925637032,5.756349762890055
441,2022-01-22 23:15:00,60.0,7.7,11.0,2.0,7.8,4.1000000000000005,0.9807852804032303,5.114140925637032,5.756349762890055
440,2022-01-22 23:35:00,50.0,7.2,11.0,2.0,8.7,6.7,0.9940563382223195,6.779328942495243,-2.4250152761263863
439,2022-01-22 23:55:00,50.0,7.2,11.0,1.0,8.7,5.2,0.9997620270799091,6.779328942495243,-2.4250152761263863
438,2022-01-23 00:15:00,50.0,6.7,11.0,1.0,8.7,5.1000000000000005,0.9978589232386035,6.308542210377518,-2.2566114375064985
437,2022-01-23 00:35:00,60.0,5.7,11.0,1.0,8.7,6.7,0.9883615104677607,3.785792633263777,4.2611939803212096
436,2022-01-23 00:55:00,40.0,6.7,11.0,1.0,8.7,4.1000000000000005,0.9713420698132614,0.2635082074563838,-6.694816160627798
435,2022-01-23 01:15:00,40.0,7.2,11.0,1.0,8.7,0.0,0.9469301294951057,0.2831729990576065,-7.194429306943305
434,2022-01-23 01:35:00,30.0,8.8,12.0,1.0,8.7,0.0,0.9153114791194471,-8.027255006560226,-3.6059918274524394
433,2022-01-23 01:55:00,30.0,8.8,12.0,1.0,8.7,0.0,0.8767267557075077,-8.027255006560226,-3.6059918274524394
432,2022-01-23 02:15:00,50.0,5.7,12.0,0.0,8.7,4.6000000000000005,0.8314696123025452,5.366968746142067,-1.9198037602667226
431,2022-01-23 02:35:00,50.0,6.2,12.0,0.0,8.7,0.0,0.7798844830928818,5.837755478259793,-2.0882075988866107
430,2022-01-23 02:55:00,60.0,5.7,12.0,0.0,8.7,4.1000000000000005,0.7223639620597556,3.785792633263777,4.2611939803212096
429,2022-01-23 03:15:00,60.0,4.1,12.0,1.0,8.7,3.6000000000000005,0.659345815100069,2.7231139993651725,3.065069354266133
428,2022-01-23 03:35:00,50.0,4.1,12.0,1.0,8.7,4.1,0.5913096483635825,3.860451203365346,-1.380911476683081
427,2022-01-23 03:55:00,40.0,5.7,12.0,1.0,8.7,2.499999999999999,0.5187732581605216,0.22417862425393847,-5.695589867996783
426,2022-01-23 04:15:00,60.0,5.1,12.0,1.0,8.7,2.6000000000000005,0.44228869021900125,3.3872881455518002,3.812647245550556
425,2022-01-23 04:35:00,70.0,4.6,12.0,1.0,8.7,2.6000000000000005,0.3624380382837017,-2.048521365668824,4.118684281951984
424,2022-01-23 04:55:00,70.0,4.6,12.0,1.0,8.7,3.1000000000000005,0.27982901403099203,-2.048521365668824,4.118684281951984
423,2022-01-23 05:15:00,60.0,4.6,12.0,2.0,8.7,2.6000000000000005,0.19509032201612833,3.055201072458486,3.4388582999083446
422,2022-01-23 05:35:00,40.0,5.7,12.0,2.0,8.7,0.0,0.10886687485196474,0.22417862425393847,-5.695589867996783
421,2022-01-23 05:55:00,70.0,4.6,12.0,1.0,8.7,0.0,0.02181488503456116,-2.048521365668824,4.118684281951984
420,2022-01-23 06:15:00,60.0,4.1,12.0,2.0,8.7,3.6000000000000005,-0.06540312923014314,2.7231139993651725,3.065069354266133
419,2022-01-23 06:35:00,70.0,4.1,12.0,1.0,8.7,3.6000000000000005,-0.15212338618991647,-1.8258559998352564,3.6710012078267686
418,2022-01-23 06:55:00,60.0,4.1,12.0,2.0,8.7,3.1000000000000005,-0.23768589232617318,2.7231139993651725,3.065069354266133
417,2022-01-23 07:15:00,50.0,5.1,12.0,1.0,8.7,0.0,-0.32143946530316136,4.802024667600797,-1.717719153922857
416,2022-01-23 07:35:00,40.0,6.7,12.0,2.0,8.7,0.0,-0.40274668985873713,0.2635082074563838,-6.694816160627798
415,2022-01-23 07:55:00,40.0,7.2,12.0,2.0,8.7,0.0,-0.48098876891938747,0.2831729990576065,-7.194429306943305
414,2022-01-23 08:15:00,60.0,6.2,12.0,2.0,8.7,4.1000000000000005,-0.555570233019602,4.11787970635709,4.634982925963421
413,2022-01-23 08:35:00,50.0,6.7,12.0,3.0,8.7,4.1000000000000005,-0.6259234721840591,6.308542210377518,-2.2566114375064985
412,2022-01-23 08:55:00,70.0,4.6,12.0,2.0,8.7,3.5999999999999996,-0.691513055782269,-2.048521365668824,4.118684281951984
411,2022-01-23 09:15:00,50.0,5.1,12.0,2.0,8.7,0.0,-0.7518398074789773,4.802024667600797,-1.717719153922857
410,2022-01-23 09:35:00,70.0,5.1,12.0,2.0,8.7,2.6000000000000005,-0.8064446042674827,-2.271186731502392,4.5663673560772
409,2022-01-23 09:55:00,50.0,4.6,12.0,3.0,8.7,7.200000000000001,-0.8549118706729464,4.331237935483071,-1.549315315302969
408,2022-01-23 10:15:00,40.0,4.6,11.0,2.0,8.7,3.1000000000000005,-0.8968727415326883,0.18091608273124857,-4.596440946102667
407,2022-01-23 10:35:00,60.0,5.1,12.0,2.0,8.7,0.0,-0.9320078692827987,3.3872881455518002,3.812647245550556
406,2022-01-23 10:55:00,50.0,3.6,11.0,2.0,8.7,3.1,-0.9600498543859286,3.3896644712476216,-1.2125076380631932
405,2022-01-23 11:15:00,40.0,7.2,11.0,3.0,8.7,0.0,-0.9807852804032304,0.2831729990576065,-7.194429306943305
404,2022-01-23 11:35:00,40.0,6.2,11.0,2.0,8.7,0.0,-0.9940563382223196,0.24384341585516114,-6.19520301431229
403,2022-01-23 11:55:00,40.0,5.7,11.0,2.0,8.7,0.0,-0.9997620270799091,0.22417862425393847,-5.695589867996783
402,2022-01-23 12:15:00,55.0,4.1,11.0,2.0,8.7,3.1000000000000005,-0.9978589232386035,-3.972092531895877,-1.016110681991384
401,2022-01-23 12:35:00,70.0,4.1,11.0,2.0,8.7,3.1000000000000005,-0.9883615104677607,-1.8258559998352564,3.6710012078267686
400,2022-01-23 12:55:00,60.0,4.6,11.0,2.0,8.7,2.6000000000000005,-0.9713420698132615,3.055201072458486,3.4388582999083446
399,2022-01-23 13:15:00,50.0,5.7,11.0,2.0,8.7,3.6000000000000005,-0.9469301294951057,5.366968746142067,-1.9198037602667226
398,2022-01-23 13:35:00,70.0,6.2,12.0,3.0,8.7,0.0,-0.9153114791194472,-2.7610505363362416,5.551270119152675
397,2022-01-23 13:55:00,50.0,5.1,12.0,3.0,8.7,0.0,-0.876726755707508,4.802024667600797,-1.717719153922857
396,2022-01-23 14:15:00,70.0,5.1,12.0,3.0,7.8,0.0,-0.8314696123025455,-2.271186731502392,4.5663673560772
395,2022-01-23 14:35:00,70.0,5.7,12.0,3.0,8.7,0.0,-0.7798844830928815,-2.5383851705026736,5.103587045027459
394,2022-01-23 14:55:00,60.0,5.1,12.0,3.0,8.7,0.0,-0.7223639620597556,3.3872881455518002,3.812647245550556
393,2022-01-23 15:15:00,70.0,5.1,12.0,2.0,8.7,0.0,-0.6593458151000691,-2.271186731502392,4.5663673560772
392,2022-01-23 15:35:00,70.0,5.7,12.0,3.0,7.8,2.499999999999999,-0.5913096483635822,-2.5383851705026736,5.103587045027459
391,2022-01-23 15:55:00,80.0,3.6,12.0,3.0,7.0,4.1,-0.5187732581605214,-3.588862923972878,-0.2829539060215379
390,2022-01-23 16:15:00,70.0,4.6,12.0,3.0,7.8,2.6000000000000005,-0.44228869021900136,-2.048521365668824,4.118684281951984
389,2022-01-23 16:35:00,70.0,4.1,12.0,3.0,7.8,3.6000000000000005,-0.3624380382837018,-1.8258559998352564,3.6710012078267686
388,2022-01-23 16:55:00,65.0,2.6,12.0,3.0,7.8,3.6,-0.27982901403099236,-0.3432930776586729,-2.5772368658762503
387,2022-01-23 17:15:00,60.0,3.6,12.0,3.0,7.8,0.0,-0.19509032201612866,2.3910269262718593,2.691280408623922
386,2022-01-23 17:35:00,70.0,3.6,12.0,4.0,8.7,2.6,-0.10886687485196507,-1.6031906340016886,3.2233181337015533
385,2022-01-23 17:55:00,70.0,4.1,12.0,4.0,7.8,0.0,-0.021814885034560836,-1.8258559998352564,3.6710012078267686
384,2022-01-23 18:15:00,50.0,4.6,12.0,4.0,7.8,0.0,0.06540312923014237,4.331237935483071,-1.549315315302969
383,2022-01-23 18:35:00,60.0,4.1,12.0,3.0,8.7,2.6000000000000005,0.15212338618991592,2.7231139993651725,3.065069354266133
382,2022-01-23 18:55:00,60.0,4.1,12.0,4.0,7.8,0.0,0.23768589232617307,2.7231139993651725,3.065069354266133
381,2022-01-23 19:15:00,70.0,2.6,12.0,4.0,8.7,3.1,0.3214394653031615,-1.1578599023345528,2.327951985451122
380,2022-01-23 19:35:00,30.0,5.1,12.0,4.0,7.8,0.0,0.402746689858737,-4.652159151529221,-2.089836172728118
379,2022-01-23 19:55:00,60.0,3.6,12.0,4.0,8.7,2.6,0.48098876891938736,2.3910269262718593,2.691280408623922
378,2022-01-23 20:15:00,60.0,2.6,12.0,4.0,7.8,3.6,0.5555702330196018,1.7268527800852316,1.9437025173394993
377,2022-01-23 20:35:00,60.0,2.6,12.0,4.0,7.8,2.4999999999999996,0.6259234721840586,1.7268527800852316,1.9437025173394993
376,2022-01-23 20:55:00,60.0,2.1,13.0,4.0,8.7,0.0,0.6915130557822695,1.394765706991918,1.5699135716972878
375,2022-01-23 21:15:00,60.0,3.6,13.0,4.0,8.7,0.0,0.7518398074789769,2.3910269262718593,2.691280408623922
374,2022-01-23 21:35:00,50.0,3.1,13.0,4.0,7.8,0.0,0.8064446042674821,2.9188777391298966,-1.0441037994433053
373,2022-01-23 21:55:00,50.0,3.1,13.0,4.0,7.8,0.0,0.8549118706729466,2.9188777391298966,-1.0441037994433053
372,2022-01-23 22:15:00,60.0,3.1,13.0,4.0,8.7,0.0,0.8968727415326883,2.058939853178545,2.3174914629817107
371,2022-01-23 22:35:00,70.0,3.6,13.0,4.0,8.7,0.0,0.9320078692827984,-1.6031906340016886,3.2233181337015533
370,2022-01-23 22:55:00,70.0,2.6,13.0,5.0,7.8,3.1,0.9600498543859286,-1.1578599023345528,2.327951985451122
369,2022-01-23 23:15:00,70.0,2.6,13.0,4.0,7.8,3.1,0.9807852804032303,-1.1578599023345528,2.327951985451122
368,2022-01-23 23:35:00,70.0,3.6,13.0,5.0,8.7,0.0,0.9940563382223195,-1.6031906340016886,3.2233181337015533
367,2022-01-23 23:55:00,70.0,2.6,13.0,4.0,8.7,4.1,0.9997620270799091,-1.1578599023345528,2.327951985451122
366,2022-01-24 00:15:00,80.0,3.6,13.0,4.0,8.7,3.1,0.9978589232386035,-3.588862923972878,-0.2829539060215379
365,2022-01-24 00:35:00,60.0,3.6,13.0,5.0,8.7,3.1,0.9883615104677607,2.3910269262718593,2.691280408623922
364,2022-01-24 00:55:00,70.0,3.6,13.0,4.0,8.7,3.6,0.9713420698132614,-1.6031906340016886,3.2233181337015533
363,2022-01-24 01:15:00,73.33333333333333,2.1,14.0,5.0,8.7,4.1,0.9469301294951057,-0.39593663789236955,-2.0623370672066406
362,2022-01-24 01:35:00,76.66666666666667,3.1,14.0,4.0,8.7,4.1,0.9153114791194471,2.310248155376297,2.0670639710904974
361,2022-01-24 01:55:00,80.0,2.6,14.0,5.0,8.7,4.1,0.8767267557075077,-2.5919565562026343,-0.20435559879333295
360,2022-01-24 02:15:00,83.33333333333333,2.6,14.0,5.0,8.7,4.1,0.8314696123025452,2.1853707626238816,-1.4086002377781686
359,2022-01-24 02:35:00,86.66666666666667,2.1,14.0,5.0,8.7,4.6,0.7798844830928818,-0.7142341599482751,1.9748087413121762
358,2022-01-24 02:55:00,90.0,2.6,14.0,5.0,8.7,4.1,0.7223639620597556,-0.7787400263643927,-2.4806378154293274
357,2022-01-24 03:15:00,88.75,2.6,15.0,5.0,8.7,0.0,0.659345815100069,-0.849203954755935,2.457407707977429
356,2022-01-24 03:35:00,87.5,2.6,15.0,5.0,8.7,0.0,0.5913096483635825,2.1441568194479808,-1.4705752390186366
355,2022-01-24 03:55:00,86.25,2.1,15.0,6.0,8.7,0.0,0.5187732581605216,-2.0986590098252735,-0.07503572801808121
354,2022-01-24 04:15:00,85.0,0.0,15.0,6.0,8.7,0.0,0.44228869021900125,0.0,0.0
353,2022-01-24 04:35:00,83.75,2.1,15.0,6.0,8.7,0.0,0.3624380382837017,-0.5423936172568068,-2.02874571200017
352,2022-01-24 04:55:00,82.5,2.6,15.0,6.0,8.7,2.4999999999999996,0.27982901403099203,-0.9539111742374136,2.4186883783705992
351,2022-01-24 05:15:00,81.25,2.1,15.0,6.0,8.7,3.6,0.19509032201612833,1.7812104985290125,-1.1123350034634472
350,2022-01-24 05:35:00,80.0,3.1,15.0,6.0,8.7,0.0,0.10886687485196474,-3.090409740087756,-0.24365475240743542
349,2022-01-24 05:55:00,80.0,3.6,15.0,6.0,8.7,0.0,0.02181488503456116,-3.588862923972878,-0.2829539060215379
348,2022-01-24 06:15:00,80.0,3.1,15.0,7.0,8.7,3.6,-0.06540312923014314,-3.090409740087756,-0.24365475240743542
347,2022-01-24 06:35:00,80.0,2.6,15.0,7.0,8.7,0.0,-0.15212338618991647,-2.5919565562026343,-0.20435559879333295
346,2022-01-24 06:55:00,80.0,5.1,15.0,7.0,8.7,0.0,-0.23768589232617318,-5.084222475628243,-0.40085136686384537
345,2022-01-24 07:15:00,83.33333333333333,3.1,15.0,7.0,8.7,3.6,-0.32143946530316136,2.6056343708207823,-1.679484898889355
344,2022-01-24 07:35:00,86.66666666666667,3.1,15.0,7.0,8.7,3.1,-0.40274668985873713,-1.054345664685549,2.915193856222736
343,2022-01-24 07:55:00,90.0,4.6,15.0,8.0,8.7,0.0,-0.48098876891938747,-1.3777708158754638,-4.388820750374963
342,2022-01-24 08:15:00,88.33333333333333,2.6,15.0,8.0,8.7,5.1,-0.555570233019602,-2.5994032613398095,-0.055701749846515006
341,2022-01-24 08:35:00,86.66666666666667,3.1,15.0,8.0,8.7,4.6,-0.6259234721840591,-1.054345664685549,2.915193856222736
340,2022-01-24 08:55:00,85.0,3.1,16.0,8.0,8.7,2.6,-0.691513055782269,2.4247458378376527,1.9314780925211084
339,2022-01-24 09:15:00,83.33333333333333,2.6,16.0,8.0,8.7,3.1,-0.7518398074789773,2.1853707626238816,-1.4086002377781686
338,2022-01-24 09:35:00,81.66666666666667,3.6,16.0,9.0,8.7,2.6,-0.8064446042674827,-0.8799438181457181,-3.4908020392034746
337,2022-01-24 09:55:00,80.0,3.6,16.0,9.0,8.7,5.200000000000001,-0.8549118706729464,-3.588862923972878,-0.2829539060215379
336,2022-01-24 10:15:00,80.0,6.7,16.0,9.0,8.7,0.0,-0.8968727415326883,-6.679272664060634,-0.5266086584289733
335,2022-01-24 10:35:00,90.0,4.1,16.0,9.0,8.7,5.200000000000001,-0.9320078692827987,-1.228013118497696,-3.911775016638554
334,2022-01-24 10:55:00,80.0,3.6,16.0,10.0,8.7,4.6,-0.9600498543859286,-3.588862923972878,-0.2829539060215379
333,2022-01-24 11:15:00,80.0,3.6,16.0,10.0,8.7,3.1,-0.9807852804032304,-3.588862923972878,-0.2829539060215379
332,2022-01-24 11:35:00,82.5,3.6,16.0,10.0,7.8,3.1,-0.9940563382223196,-1.3208000874056496,3.348953139282368
331,2022-01-24 11:55:00,85.0,2.1,16.0,10.0,8.7,6.700000000000001,-0.9997620270799091,1.6425697611158292,1.3084206433207508
330,2022-01-24 12:15:00,87.5,3.1,16.0,10.0,8.7,5.1,-0.9978589232386035,2.556494669341823,-1.7533781695991437
329,2022-01-24 12:35:00,90.0,4.6,17.0,10.0,8.7,3.5999999999999996,-0.9883615104677607,-1.3777708158754638,-4.388820750374963
328,2022-01-24 12:55:00,100.0,6.2,17.0,10.0,8.7,3.1000000000000005,-0.9713420698132615,4.793351298049103,-3.932401725852915
327,2022-01-24 13:15:00,100.0,8.2,17.0,11.0,8.7,0.0,-0.9469301294951057,6.33959365225849,-5.200918411611919
326,2022-01-24 13:35:00,100.0,6.7,17.0,11.0,8.7,5.1000000000000005,-0.9153114791194472,5.17991188660145,-4.249530897292667
325,2022-01-24 13:55:00,100.0,7.2,17.0,11.0,8.7,3.1000000000000005,-0.876726755707508,5.566472475153796,-4.566660068732418
324,2022-01-24 14:15:00,110.0,6.2,17.0,11.0,7.8,5.1000000000000005,-0.8314696123025455,5.438384093759265,2.9772434312206006
323,2022-01-24 14:35:00,110.0,5.7,17.0,12.0,7.8,4.6000000000000005,-0.7798844830928815,4.999804731359324,2.737143154509262
322,2022-01-24 14:55:00,100.0,6.7,17.0,12.0,7.8,3.1000000000000005,-0.7223639620597556,5.17991188660145,-4.249530897292667
321,2022-01-24 15:15:00,110.0,4.1,17.0,12.0,7.8,5.700000000000001,-0.6593458151000691,3.596350771679514,1.9688222690329775
320,2022-01-24 15:35:00,100.0,7.7,17.0,13.0,7.0,0.0,-0.5913096483635822,5.953033063706144,-4.8837892401721685
319,2022-01-24 15:55:00,110.0,5.7,18.0,14.0,7.0,5.6000000000000005,-0.5187732581605214,4.999804731359324,2.737143154509262
318,2022-01-24 16:15:00,130.0,9.8,19.0,13.0,7.8,3.5999999999999996,-0.44228869021900136,-9.45830433602072,2.5652444497964773
317,2022-01-24 16:35:00,120.0,5.7,19.0,14.0,7.0,6.1000000000000005,-0.3624380382837018,-0.6711488203248127,5.660349747230874
316,2022-01-24 16:55:00,130.0,9.8,19.0,14.0,7.0,0.0,-0.27982901403099236,-9.45830433602072,2.5652444497964773
315,2022-01-24 17:15:00,130.0,10.3,18.0,14.0,1.7,0.0,-0.19509032201612866,-9.94087088377688,2.696124268663645
314,2022-01-24 17:35:00,120.0,8.8,18.0,15.0,0.4,3.5999999999999996,-0.10886687485196507,-1.0361595822558511,8.738785574672226
313,2022-01-24 17:55:00,120.0,6.2,18.0,15.0,0.9,4.6000000000000005,-0.021814885034560836,-0.730021523862077,6.156871654882705
312,2022-01-24 18:15:00,110.0,4.1,18.0,15.0,1.1,4.700000000000001,0.06540312923014237,3.596350771679514,1.9688222690329775
311,2022-01-24 18:35:00,100.0,8.2,18.0,15.0,1.5,3.1000000000000014,0.15212338618991592,6.33959365225849,-5.200918411611919
310,2022-01-24 18:55:00,100.0,9.8,18.0,16.0,0.4,3.0999999999999996,0.23768589232617307,7.576587535626001,-6.215731760219124
309,2022-01-24 19:15:00,120.0,9.3,18.0,16.0,0.4,4.1,0.3214394653031615,-1.0950322857931154,9.235307482324057
308,2022-01-24 19:35:00,120.0,7.7,18.0,16.0,0.2,6.7,0.402746689858737,-0.9066396344738697,7.646437377838198
307,2022-01-24 19:55:00,130.0,5.1,18.0,16.0,0.4,0.0,0.48098876891938736,-4.9221787871128235,1.3349741524451055
306,2022-01-24 20:15:00,130.0,6.2,18.0,17.0,0.4,0.0,0.5555702330196018,-5.983825192176374,1.6229097539528734
305,2022-01-24 20:35:00,130.0,4.1,18.0,17.0,0.7,0.0,0.6259234721840586,-3.9570456916005052,1.073214514710771
304,2022-01-24 20:55:00,80.0,4.6,18.0,17.0,1.7,0.0,0.6915130557822695,-4.585769291743121,-0.36155221324974285
303,2022-01-24 21:15:00,60.0,5.1,18.0,17.0,0.9,0.0,0.7518398074789769,3.3872881455518002,3.812647245550556
302,2022-01-24 21:35:00,73.33333333333333,3.1,17.0,17.0,1.1,4.6,0.8064446042674821,-0.5844778940315931,-3.0444023373050406
301,2022-01-24 21:55:00,86.66666666666667,3.1,18.0,17.0,1.5,4.1,0.8549118706729466,-1.054345664685549,2.915193856222736
300,2022-01-24 22:15:00,100.0,5.1,18.0,17.0,4.3,0.0,0.8968727415326883,3.942918003233939,-3.2347175486854622
299,2022-01-24 22:35:00,155.0,3.1,18.0,18.0,5.2,0.0,0.9320078692827984,-2.809193938201203,1.3108887891707732
298,2022-01-24 22:55:00,210.0,4.1,18.0,17.0,7.8,0.0,0.9600498543859286,4.0291568916626685,-0.7588772907178227
297,2022-01-24 23:15:00,240.0,6.2,18.0,17.0,7.0,0.0,0.9807852804032303,-6.028086636999385,-1.4498867186195805
296,2022-01-24 23:35:00,240.0,6.2,18.0,17.0,1.1,0.0,0.9940563382223195,-6.028086636999385,-1.4498867186195805
295,2022-01-24 23:55:00,230.0,4.6,18.0,17.0,8.7,0.0,0.9997620270799091,-2.668651363694089,3.7467719304827827
294,2022-01-25 00:15:00,240.0,6.2,18.0,16.0,8.7,0.0,0.9978589232386035,-6.028086636999385,-1.4498867186195805
293,2022-01-25 00:35:00,240.0,5.1,18.0,16.0,8.7,0.0,0.9883615104677607,-4.958587394951106,-1.1926487524128806
292,2022-01-25 00:55:00,250.0,5.7,18.0,16.0,8.7,0.0,0.9713420698132614,-0.8339031607752574,-5.638670545301351
291,2022-01-25 01:15:00,270.0,5.1,18.0,16.0,8.7,0.0,0.9469301294951057,4.034450436058587,3.119809237595574
290,2022-01-25 01:35:00,330.0,9.3,16.0,15.0,5.2,0.0,0.9153114791194471,0.6332703024796256,9.278414127640422
289,2022-01-25 01:55:00,350.0,10.3,15.0,14.0,6.1,0.0,0.8767267557075077,-7.62756928110473,-6.9217184905157385
288,2022-01-25 02:15:00,10.0,8.8,15.0,14.0,6.1,0.0,0.8314696123025452,3.287493251336209,8.162866415813681
287,2022-01-25 02:35:00,20.0,8.8,15.0,14.0,5.2,0.0,0.7798844830928818,-6.343724573277018,6.09894733035147
286,2022-01-25 02:55:00,350.0,8.2,15.0,14.0,4.3,0.0,0.7223639620597556,-6.0724337966076485,-5.510494332255247
285,2022-01-25 03:15:00,360.0,8.2,14.0,14.0,2.6,0.0,0.659345815100069,2.84299363563144,-7.691383957894646
284,2022-01-25 03:35:00,360.0,9.3,14.0,13.0,3.5,0.0,0.5913096483635825,3.2243708306551704,-8.723154976636613
283,2022-01-25 03:55:00,350.0,8.8,13.0,13.0,2.2,0.0,0.5187732581605216,-6.516758220749672,-5.913701234615388
282,2022-01-25 04:15:00,360.0,7.7,13.0,12.0,1.3,0.0,0.44228869021900125,2.6696403651661087,-7.222397131193754
281,2022-01-25 04:35:00,360.0,8.2,13.0,12.0,1.3,0.0,0.3624380382837017,2.84299363563144,-7.691383957894646
280,2022-01-25 04:55:00,10.0,7.7,12.0,12.0,1.1,0.0,0.27982901403099203,2.876556594919183,7.14250811383697
